,Unnamed: 0,Equity ,Sector,Qty ,"Value
 (Rs cr)",%,Unnamed: 5,company_name,company_code
0,0,GRUH Finance,Banking & Financial Services,"112,164.00",4.97,7.62,,newaxis-mid-cap-fund-direct,MAA194
1,1,Page Industries,Manufacturing,"2,088.00",3.48,5.34,,newaxis-mid-cap-fund-direct,MAA194
2,2,City Union Bank,Banking & Financial Services,"216,192.00",3.48,5.34,,newaxis-mid-cap-fund-direct,MAA194
3,3,Motherson Sumi,Automotive,"90,201.00",2.77,4.24,,newaxis-mid-cap-fund-direct,MAA194
4,4,Bajaj Finserv,Banking & Financial Services,"6,117.00",2.52,3.86,,newaxis-mid-cap-fund-direct,MAA194
5,5,UPL,Chemicals,"28,486.00",2.39,3.67,,newaxis-mid-cap-fund-direct,MAA194
6,6,Endurance Techn,Automotive,"25,422.00",2.23,3.42,,newaxis-mid-cap-fund-direct,MAA194
7,7,PVR,Media & Entertainment,"15,753.00",2.22,3.4,,newaxis-mid-cap-fund-direct,MAA194
8,8,P and G,Consumer Non-durables,"2,708.00",2.18,3.34,,newaxis-mid-cap-fund-direct,MAA194
9,9,Britannia,Food & Beverages,"5,350.00",1.98,3.03,,newaxis-mid-cap-fund-direct,MAA194
10,10,Sundaram Fin,Banking & Financial Services,"12,328.00",1.97,3.02,,newaxis-mid-cap-fund-direct,MAA194
11,11,Supreme Ind,Manufacturing,"15,283.00",1.87,2.87,,newaxis-mid-cap-fund-direct,MAA194
12,12,Berger Paints,Chemicals,"66,515.00",1.64,2.51,,newaxis-mid-cap-fund-direct,MAA194
13,13,Cholamandalam,Banking & Financial Services,"13,117.00",1.47,2.25,,newaxis-mid-cap-fund-direct,MAA194
14,14,Petronet LNG,Oil & Gas,"65,599.00",1.42,2.17,,newaxis-mid-cap-fund-direct,MAA194
15,15,Balkrishna Ind,Automotive,"8,357.00",1.39,2.13,,newaxis-mid-cap-fund-direct,MAA194
16,16,Ceat,Automotive,"6,864.00",1.23,1.89,,newaxis-mid-cap-fund-direct,MAA194
17,17,Federal Bank,Banking & Financial Services,"105,825.00",1.19,1.83,,newaxis-mid-cap-fund-direct,MAA194
18,18,Ramco Cements,Cement & Construction,"15,817.00",1.1,1.68,,newaxis-mid-cap-fund-direct,MAA194
19,19,Cadila Health,Pharmaceuticals,"20,105.00",1.06,1.62,,newaxis-mid-cap-fund-direct,MAA194
20,20,MCX India,Miscellaneous,"9,300.00",1.01,1.55,,newaxis-mid-cap-fund-direct,MAA194
21,21,Gulf Oil Lubric,Chemicals,"12,315.00",1.0,1.53,,newaxis-mid-cap-fund-direct,MAA194
22,22,Igarashi Motors,Engineering & Capital Goods,"9,899.00",0.97,1.49,,newaxis-mid-cap-fund-direct,MAA194
23,23,V-Guard Ind,Miscellaneous,"55,273.00",0.95,1.46,,newaxis-mid-cap-fund-direct,MAA194
24,24,MRF,Automotive,137.00,0.93,1.43,,newaxis-mid-cap-fund-direct,MAA194
25,25,Bajaj Finance,Banking & Financial Services,"6,551.00",0.9,1.38,,newaxis-mid-cap-fund-direct,MAA194
26,26,TTK Prestige,Consumer Durables,"1,322.00",0.87,1.34,,newaxis-mid-cap-fund-direct,MAA194
27,27,Amara Raja Batt,Automotive,"10,041.00",0.84,1.29,,newaxis-mid-cap-fund-direct,MAA194
28,28,Info Edge,Miscellaneous,"7,741.00",0.8,1.22,,newaxis-mid-cap-fund-direct,MAA194
29,29,Avenue Supermar,Retail & Real Estate,"9,289.00",0.76,1.16,,newaxis-mid-cap-fund-direct,MAA194
30,30,AIA Engineering,Engineering & Capital Goods,"5,192.00",0.72,1.11,,newaxis-mid-cap-fund-direct,MAA194
31,31,PSP Projects,Cement & Construction,"26,600.00",0.72,1.1,,newaxis-mid-cap-fund-direct,MAA194
32,32,Blue Dart,Services,"1,495.00",0.7,1.08,,newaxis-mid-cap-fund-direct,MAA194
33,33,WABCO India,Automotive,"1,276.00",0.7,1.08,,newaxis-mid-cap-fund-direct,MAA194
34,34,Cummins,Engineering & Capital Goods,"7,715.00",0.7,1.08,,newaxis-mid-cap-fund-direct,MAA194
35,35,PI Industries,Chemicals,"8,207.00",0.68,1.05,,newaxis-mid-cap-fund-direct,MAA194
36,36,Colgate,Consumer Non-durables,"5,985.00",0.67,1.02,,newaxis-mid-cap-fund-direct,MAA194
37,37,Voltas,Conglomerates,"14,389.00",0.66,1.01,,newaxis-mid-cap-fund-direct,MAA194
38,38,Bharat Elec,Manufacturing,"40,832.00",0.66,1.01,,newaxis-mid-cap-fund-direct,MAA194
39,39,Blue Star,Consumer Durables,"10,861.00",0.65,1.0,,newaxis-mid-cap-fund-direct,MAA194
40,40,VST Tillers,Automotive,"2,739.00",0.63,0.96,,newaxis-mid-cap-fund-direct,MAA194
41,41,Bharat Forge,Manufacturing,"5,736.00",0.63,0.96,,newaxis-mid-cap-fund-direct,MAA194
42,42,Alkem Lab,Pharmaceuticals,"3,072.00",0.57,0.87,,newaxis-mid-cap-fund-direct,MAA194
43,43,JK Lakshmi Cem,Cement & Construction,"11,191.00",0.54,0.83,,newaxis-mid-cap-fund-direct,MAA194
44,44,CDSL,Banking & Financial Services,"18,203.00",0.48,0.73,,newaxis-mid-cap-fund-direct,MAA194
45,45,Shankara Buildi,Miscellaneous,"5,632.00",0.46,0.7,,newaxis-mid-cap-fund-direct,MAA194
